project_id,status_segundo_simec,situacao_segundo_tbrasil,inspection_id,inspection_date,responsavel,municipio,uf,content,answer_date
24829,Execução,em andamento,215,2017-10-11 13:27:38,Fundo Nacional de Desenvolvimento da Educação,,,"Prezado (a),
 
Visando maior controle e agilidade na análise, esta Ouvidoria aderiu ao Sistema de Ouvidorias do Poder Executivo Federal  (e-Ouv) como canal de recebimento de manifestações.

Portanto, pedimos que direcione sua manifestação para https://sistema.ouvidorias.gov.br onde estaremos à disposição para atendê-lo(a).

OUVIDORIA DO FNDE
",2017-11-06 20:22:14
24829,Execução,em andamento,214,2017-10-11 13:24:51,Fundo Nacional de Desenvolvimento da Educação,,,"Prezado (a),
 
Visando maior controle e agilidade na análise, esta Ouvidoria aderiu ao Sistema de Ouvidorias do Poder Executivo Federal  (e-Ouv) como canal de recebimento de manifestações.

Portanto, pedimos que direcione sua manifestação para https://sistema.ouvidorias.gov.br onde estaremos à disposição para atendê-lo(a).

OUVIDORIA DO FNDE
",2017-11-06 20:22:39
24829,Execução,em andamento,213,2017-10-11 13:24:30,Fundo Nacional de Desenvolvimento da Educação,,,"Prezado (a),
 
Visando maior controle e agilidade na análise, esta Ouvidoria aderiu ao Sistema de Ouvidorias do Poder Executivo Federal  (e-Ouv) como canal de recebimento de manifestações.

Portanto, pedimos que direcione sua manifestação para https://sistema.ouvidorias.gov.br onde estaremos à disposição para atendê-lo(a).

OUVIDORIA DO FNDE
",2017-11-06 20:22:59
1016571,Obra Cancelada,obra cancelada,234,2017-10-15 13:08:05,Fundo Nacional de Desenvolvimento da Educação,,,"Prezado (a),
 
Visando maior controle e agilidade na análise, esta Ouvidoria aderiu ao Sistema de Ouvidorias do Poder Executivo Federal  (e-Ouv) como canal de recebimento de manifestações.

Portanto, pedimos que direcione sua manifestação para https://sistema.ouvidorias.gov.br onde estaremos à disposição para atendê-lo(a).

OUVIDORIA DO FNDE
",2017-11-06 20:24:33
24829,Execução,em andamento,212,2017-10-11 13:24:04,Fundo Nacional de Desenvolvimento da Educação,,,"Prezado (a),
 
Visando maior controle e agilidade na análise, esta Ouvidoria aderiu ao Sistema de Ouvidorias do Poder Executivo Federal  (e-Ouv) como canal de recebimento de manifestações.

Portanto, pedimos que direcione sua manifestação para https://sistema.ouvidorias.gov.br onde estaremos à disposição para atendê-lo(a).

OUVIDORIA DO FNDE
",2017-11-06 20:23:16
30843,Paralisada,paralisada,236,2017-10-15 20:10:50,Fundo Nacional de Desenvolvimento da Educação,,,"Prezado (a),
 
Visando maior controle e agilidade na análise, esta Ouvidoria aderiu ao Sistema de Ouvidorias do Poder Executivo Federal  (e-Ouv) como canal de recebimento de manifestações.

Portanto, pedimos que direcione sua manifestação para https://sistema.ouvidorias.gov.br onde estaremos à disposição para atendê-lo(a).

OUVIDORIA DO FNDE
",2017-11-06 20:24:49
24829,Execução,em andamento,211,2017-10-11 13:22:59,Fundo Nacional de Desenvolvimento da Educação,,,"Prezado (a),
 
Visando maior controle e agilidade na análise, esta Ouvidoria aderiu ao Sistema de Ouvidorias do Poder Executivo Federal  (e-Ouv) como canal de recebimento de manifestações.

Portanto, pedimos que direcione sua manifestação para https://sistema.ouvidorias.gov.br onde estaremos à disposição para atendê-lo(a).

OUVIDORIA DO FNDE
",2017-11-06 20:23:35
24829,Execução,em andamento,210,2017-10-11 13:20:58,Fundo Nacional de Desenvolvimento da Educação,,,"Prezado (a),
 
Visando maior controle e agilidade na análise, esta Ouvidoria aderiu ao Sistema de Ouvidorias do Poder Executivo Federal  (e-Ouv) como canal de recebimento de manifestações.

Portanto, pedimos que direcione sua manifestação para https://sistema.ouvidorias.gov.br onde estaremos à disposição para atendê-lo(a).

OUVIDORIA DO FNDE
",2017-11-06 20:23:52
1011063,Execução,em andamento,235,2017-10-15 13:22:03,Fundo Nacional de Desenvolvimento da Educação,,,"Prezado (a),
 
Visando maior controle e agilidade na análise, esta Ouvidoria aderiu ao Sistema de Ouvidorias do Poder Executivo Federal  (e-Ouv) como canal de recebimento de manifestações.

Portanto, pedimos que direcione sua manifestação para https://sistema.ouvidorias.gov.br onde estaremos à disposição para atendê-lo(a).

OUVIDORIA DO FNDE
",2017-11-06 20:24:16
19220,Obra Cancelada,obra cancelada,334,2017-11-27 13:17:31,Prefeitura Municipal de Juiz de Fora,Juiz de Fora,mg,A obra ainda está em processo licitatório. A contratação da empresa está em andamento e a obra deve começar em janeiro próximo. ,2017-11-29 13:52:04
19220,Obra Cancelada,obra cancelada,335,2017-11-27 13:52:00,Prefeitura Municipal de Juiz de Fora,Juiz de Fora,mg,A obra está em processo licitatório. Deve ser iniciada em janeiro.,2017-11-29 13:53:24
1001739,Obra Cancelada,obra cancelada,255,2017-10-27 20:37:00,Prefeitura Municipal de Arapiraca,Arapiraca,al,A empresa contratada para efetuar os serviços abandonou a obra e este município já está tomando as providências cabíveis para realização de uma nova licitação para conclusão da obra.,2017-12-05 16:31:16
1001739,Obra Cancelada,obra cancelada,256,2017-10-27 20:37:03,Prefeitura Municipal de Arapiraca,Arapiraca,al,A empresa contratada para efetuar os serviços abandonou a obra e este município já está tomando as providências cabíveis para realização de uma nova licitação para sua conclusão.,2017-12-05 16:32:21
1015117,,,181,2017-09-18 23:43:30,Controladoria-Geral da União,,,"A obra ID 1015117, Termo de Compromisso 9669/2014, está paralisada com 73,77% de execução, conforme vistoria em 05/12/2017. O município é o gestor da Obra e dúvidas sobre o motivo da paralisação devem ser endereçadas a ele. O FNDE já repassou o valor de R$ 171.142,84, referente a 70% do montante  pactuado. O Termo de Compromisso está vigente até 20/01/2018 e o município deve cumprir este prazo.",2018-01-03 16:51:15
1006408,Execução,em andamento,227,2017-10-13 22:00:10,Controladoria-Geral da União,,,"Verificou-se que a construção encontra-se em execução com 80,81 % de avanço físico, conforme vistoria cadastrada pelo fiscal municipal. O Fundo Nacional de Desenvolvimento da Educação - FNDE repassou 80% do valor pactuado. Esclarecemos que o Termo de Compromisso pactuado com esta Autarquia está vigente até 30/05/2018 e o município deverá concluir a obra no prazo de vigência.",2018-01-17 13:08:58
1016571,Obra Cancelada,obra cancelada,234,2017-10-15 13:08:05,Controladoria-Geral da União,,,"A obra, Termo de Compromisso 10103/2014 firmado com a Prefeitura de Maracaçumé/MA, encontra-se com status de licitação no Sistema Integrado de Monitoramento, Execução e Controle – SIMEC. Ressaltamos que o empreendimento não iniciou a execução, bem como não houve a transferência de recursos. O Termo está vigente até 08/03/2018, e a entidade beneficiária deverá concluir a creche no tempo de vigência",2018-01-17 14:02:42
1009836,Inacabada,paralisada e j� devia ter sido entregue,219,2017-10-12 15:57:15,Controladoria-Geral da União,,,"A obra ID 1009836 (Nova Escola Santa Maria), objeto do Termo de Compromisso 22338/2014 firmado com a Prefeitura de Tracuateua/PA, encontra-se com status de inacabada, uma vez que o ente municipal não concluiu a escola no prazo de vigência do instrumento celebrado. No caso, observa-se que o Termo venceu em 31/07/2016. Veja a resposta completa em https://goo.gl/nX62qS",2018-02-22 15:58:43
1006332,Inacabada,paralisada e j� devia ter sido entregue,217,2017-10-12 13:58:53,Controladoria-Geral da União,,,"Obra inacabada, uma vez que o ente municipal não concluiu a escola no prazo de vigência do instrumento celebrado. O Termo venceu em 31/07/2016. Diante do exposto, tendo em vista a constatação de irregularidades, informamos que a presente manifestação será reclassificada como denúncia, registrada em nossa base de dados e encaminhada para a Secretaria Federal de Controle Interno (SFC) - CGU",2018-03-06 15:15:58
1006750,Licitação,paralisada,182,2017-09-19 10:48:41,Controladoria-Geral da União,,,"A obra ID Creche Vila Maria Doralice, Termo de Compromisso 7405/2013 firmado com a Prefeitura de Chã de Alegria/PE, está em execução e apresenta evolução física de 21,40%, conforme dados inseridos no SIMEC pelo fiscal municipal. O FNDE já repassou o montante de R$ 276.879,90, correspondente a 21,48% do valor total. O Termo está vigente até 17/12/2018, e a prefeitura deve concluir a obra no prazo.",2018-03-06 15:18:34
30843,Paralisada,paralisada,236,2017-10-15 20:10:50,Controladoria-Geral da União,,,"A obra Creche Pré-Escola 004, Termo de Compromisso 4077/2013 firmado com a Prefeitura de São Francisco/MG, encontra-se em “Licitação” no SIMEC. O percentual já executado é de 28,30%, conforme vistoria inserida pelo fiscal municipal. Cumpre registrar que o FNDE já repassou o montante de R$ 473.008,32,  26% do valor pactuado. O Termo está vigente até 25/10/2018, e a prefeitura deve cumprir o prazo.",2018-03-06 15:21:38
1006409,Execução,em andamento,225,2017-10-13 22:00:08,Controladoria-Geral da União,,," A obra Escola Caetezinho, Termo de Compromisso 17544/2014 firmado com a Prefeitura de São João de Pirabas/PA, está em execução e apresenta evolução física de 66,96%, conforme dados inseridos no SIMEC pelo fiscal municipal. O FNDE já repassou o montante de R$ 465.288,21, correspondente a 55% do total pactuado. O Termo está vigente até 30/05/2018, e a prefeitura deve cumprir o prazo.",2018-03-06 15:24:06
1011063,Execução,em andamento,235,2017-10-15 13:22:03,Controladoria-Geral da União,,,"A obra CRECHE/PRÉ-ESCOLA 002, Termo de Compromisso nº 9846/2014 firmado com a Prefeitura de Maracaçumé/MA encontra-se com status de licitação, conforme Sistema Integrado de Monitoramento, Execução e Controle – SIMEC. O Fundo Nacional de Desenvolvimento da Educação - FNDE repassou 22,02% do valor pactuado. O Termo está vigente até 30/06/2018, e a prefeitura deve cumprir a obra no prazo.",2018-03-06 15:25:19
24829,Execução,em andamento,210,2017-10-11 13:20:58,Controladoria-Geral da União,,,"A obra Creche/Pré-Escola 004 Setor Leste, Termo de Compromisso 4075/2013 firmado com a Prefeitura de Luziânia/GO, está em execução e apresenta evolução física de 38,88%, conforme dados inseridos no SIMEC pelo fiscal municipal. O FNDE já repassou R$ 443.714,38, correspondente a 35,91% do valor pactuado. O Termo está vigente até 30/11/2018, e a prefeitura deverá concluir o empreendimento no prazo.",2018-03-06 15:28:49
1010358,Execução,em andamento,228,2017-10-13 22:00:11,Controladoria-Geral da União,,,"Verifica-se que a obra apresenta evolução física de 34%, conforme avaliado, e que o FNDE já repassou o equivalente a 30% dos fundos para a obra. O termo de convênio encerrará apenas em 30/06/2018, e, até então, a construção da obra é de total reponsabilidade da construtora e do município.",2018-03-20 12:43:42
1006367,Execução,em andamento,462,2018-04-09 18:33:25,Prefeitura Municipal de Chapecó,Chapecó,sc,"A empresa foi notificada sobre o atraso no cronograma no dia 19/02/2018. O contrato prorrogado encerra-se no dia 24/06/2018 e até a vigência contratual o município tomará as medidas administrativas cabíveis para resolver o problema deste atraso. A obra nunca paralisou, somente teve andamento lento devido a capacidade de operação da empresa. 
",2018-04-12 17:30:29
1014623,Execução,em andamento,626,2018-08-28 19:03:05,Prefeitura Municipal de Itapeva,Itapeva,sp,"Bom dia!
O município recebeu os recursos referente a esta obra em Abril/2017, tomou as providências administrativas quanto as peças orçamentárias, entretanto, a empresa responsável por esta obra, e, também por uma outra obra também do FNDE, abandonou as obras, esta em específico apenas com a parte de terraplanagem realizada.
A empresa foi notificada, os procedimentos jurídicos tomados, e, o município está em trâmites para nova licitação para execução da mesma.
Os recursos recebidos encontram-se na conta corrente 422150 Ag. 510 destinada pelo FNDE, assim que concluir o processo licitatório, a obra será retomada.",2018-09-03 14:23:43
19777,Paralisada,paralisada,1116,2018-12-17 11:50:27,Prefeitura Municipal de Ilhéus,Ilhéus,ba,"O contrato da empresa expirou e a mesma não mostrou interesse em continuar a Obra levando a extinção do contrato por decurso de prazo.
O município de Ilhéus já realizou o levantamento de serviços executados e a executar e vai realizar novo procedimento licitatório para que a obra seja retomada em meados do mês de fevereiro de 2019 e com data de término para Outubro de 2019.
",2018-12-17 12:20:20
1013643,Execução,em andamento,363,2017-12-23 15:20:07,Controladoria-Geral da União,,,"Manifestação concluída em 19/04/2018 08:10 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“Prezados,
 
Segue abaixo resposta da manifestação NUP  00106.004334/2018-10 :
 
Em atenção à manifestação anexa, destacamos que os dados referentes à situação da obra, percentual de recursos já repassados e percentual executado podem ser obtidos no endereço a seguir: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1013643.  
 
Outrossim, cumpre registrar que o Termo de Compromisso 30066/2014, firmado entre o FNDE e a Prefeitura de Olivença/AL, está vigente até 31/12/2018, e a entidade beneficiária deverá concluir o objeto no prazo de vigência.
 
Por fim, ressaltamos que o Município é o gestor da obra e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
Colocamo-nos à disposição para quaisquer esclarecimentos que se façam necessários.

Atenciosamente,
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""
Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",2018-04-20 10:00:36
1004844,Execução,em andamento,364,2018-01-08 10:30:43,Controladoria-Geral da União,,,"Manifestação concluída em 19/04/2018 08:15 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,

Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:

“Prezado (a),
 
Em resposta à manifestação nº 00106.003623/2018-93, a Diretoria de Gestão, Articulação e Projetos Educacionais – DIGAP informou que:
 
Em atenção aos questionamentos formulados, destacamos que a obra ID 1004844 (Creche Pré-Escola 001), objeto do Termo de Compromisso 7429/2013 firmado com a Prefeitura de Mucuri/BA, encontra-se com status “planejamento pelo proponente”, conforme dados extraídos do Sistema Integrado de Monitoramento, Execução e Controle – SIMEC.
O FNDE repassou o valor de R$ 409.521,75, referente a 20,99% dos recursos pactuados. Cumpre registrar que o instrumento está vigente até 09/11/2018, e a entidade beneficiária deverá concluir a obra no prazo de vigência.
Outrossim, ressaltamos que o Município é o gestor da obra e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
Respeitosamente,
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""

Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",2018-04-20 10:00:55
1006110,Concluída,obra conclu�da,469,2018-04-25 14:24:33,Prefeitura Municipal de Taubaté,Taubaté,sp,"Devido aos atrasos nos pagamentos que são repassados pelo governo federal, ocorridos a partir de junho de 2017, houve uma desestabilização econômica da empresa, sendo necessária a redução do quadro de funcionários e investimentos em materiais, gerando o atraso na construção da Creche Fazendinha. Atualmente a obra se encontra com execução próxima de 71%, prevista para ser entregue em 21/07/18",2018-05-22 20:33:55
1010679,Licitação,paralisada,467,2018-04-13 14:45:30,Controladoria-Geral da União,,,"Manifestação concluída em 28/06/2018 22:10 por RENATA COSTA DE SOUSA: Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE enviou os esclarecimentos transcritos abaixo:
“Prezados Senhores,
 
Após análise da demanda pelo setor responsável segue resposta abaixo:
 
•	Em resposta à Manifestação 00106.011487/2018-13, destacamos que as informações a respeito da obra ID 1010679 (E.M.E.I Raio de Sol), objeto do Termo de Compromisso 11311/2014, podem ser consultadas no link:http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1010679. A Prefeitura de Gravataí/RS deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  
 
Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
                        Colocamo-nos à disposição para quaisquer esclarecimentos.
 
 
Atenciosamente,
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação – FNDE”

Sem mais para o momento, estamos à disposição para outros esclarecimentos.
Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União (OGU)
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",2018-06-29 10:01:03
1009353,Execução,em andamento,627,2018-08-28 19:04:00,Prefeitura Municipal de Itapeva,Itapeva,sp,"Bom dia!
O município recebeu os recursos referente a esta obra em Abril/2017, tomou as providências administrativas quanto as peças orçamentárias, entretanto, a empresa responsável por esta obra, e, também por uma outra obra também do FNDE, abandonou as obras, esta chegou a ser iniciada no final do ano, sem avanços em 2018 pois tivemos que fazer rescisão unilateral com a empresa.
A empresa foi notificada, os procedimentos jurídicos tomados, e, o município está em trâmites para nova licitação para execução da mesma.
Os recursos recebidos encontram-se na conta corrente 422169 Ag. 510 destinada pelo FNDE, assim que concluir o processo licitatório, a obra será retomada.",2018-09-03 14:29:23
1003824,Paralisada,paralisada,1488,2018-12-17 12:19:55,Prefeitura Municipal de Nossa Senhora das Dores,Nossa Senhora das Dores,se,"A gestão atual encontrou essa obra com vários problemas na sua execução, foi acionado o Ministério Público Federal e o Fundo Nacional de Desenvolvimento da Educação- FNDE para  tomada de providências no sentido de solucionar os problemas encontrados. Não tem previsão de entrega da obra.",2018-12-17 12:26:49
17683,Inacabada,paralisada e j� devia ter sido entregue,2582,2018-12-17 13:40:12,Prefeitura Municipal de Miranda,Miranda,ms,"Esta gestão solicitou a repactuação da Obra.. Foram inseridos  todos os  documentos solicitados em em diligencia.. O Status atual da solicitação  na data de 17.12.2018 é Aguardando análise do FNDE""",2018-12-17 17:24:22
32978,Execução,em andamento,417,2018-01-24 13:41:42,Controladoria-Geral da União,,,"Manifestação concluída em 17/07/2018 07:59 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“Prezado (a),
Em resposta à manifestação nº 00106.012500/2018-43, a Diretoria de Gestão, Articulação e Projetos Educacionais – DIGAP informou que:
Destacamos que as informações a respeito da obra ID 32978 (CMEI 012 Prof. Zuza), objeto do Termo de Compromisso 4098/2013, podem ser consultadas no link: http://simec.mec.gov.br/painelObras/dadosobra.php?obra=32978. A Prefeitura de Natal/RN deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  
Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
Colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente,
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""
Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  ",2018-07-18 10:01:10
1001859,Execução,em andamento,589,2018-08-10 15:34:40,Prefeitura Municipal de Nova Serrana,Nova Serrana,mg,A obra não está paralisada. Temos 03 unidades sendo construídas no município pela mesma empresa. As outras duas obras estão sendo construídas nos Bairros Adalberto Ferreira e Jardim América. Os recursos são disponibilizados pelo FNDE. Os repasses não estão ocorrendo de forma regular. Com isso o andamento no processo executivo está desalinhado com o cronograma físico-financeiro. A previsão para a conclusão da obra é 12/2018. ,2018-08-14 19:43:34
1006110,Concluída,obra conclu�da,469,2018-04-25 14:24:33,Controladoria-Geral da União,,,"Manifestação concluída em 14/08/2018 19:55 por MELINA SILVA PEREIRA LABOISSIERE: À Equipe Ta de pé,
Conforme contato anterior, comunicamos que, em resposta à nossa solicitação, a Ouvidoria do FNDE nos enviou os esclarecimentos transcritos abaixo:
“Prezado (a),
 
Reportamo-nos à manifestação nº 00106.013728/2018-51.
 
Após análise, a Diretoria de Gestão, Articulação e Projetos Educacionais – DIGAP informou que:
 
As informações a respeito da obra ID 1006110 (Creche Municipal Fazendinha), objeto do Termo de Compromisso 7018/2013, podem ser consultadas no link:  http://simec.mec.gov.br/painelObras/dadosobra.php?obra=1006110. A Prefeitura de Taubaté/SP deverá concluir a unidade educacional no prazo de vigência do instrumento pactuado.  
 
Outrossim, ressaltamos que o Município é o gestor do empreendimento e que eventuais dúvidas devem ser endereçadas ao ente, a quem compete responder as questões sobre atraso e pendências relacionadas à contratação.
 
Colocamo-nos à disposição para quaisquer esclarecimentos.
 
Atenciosamente,
 
OUVIDORIA
Fundo Nacional de Desenvolvimento da Educação - FNDE""
Assim sendo, estamos encerrando a presente manifestação. Sem mais para o momento, estamos à disposição para outros esclarecimentos.

Atenciosamente,

Coordenação-Geral de Atendimento ao(à) Cidadão(ã) (CGCid)
Ouvidoria-Geral da União
Ministério da Transparência e Controladoria-Geral da União (CGU)
ACESSE: www.ouvidorias.gov.br  
",2018-08-15 10:02:18
1010595,Contratação,paralisada,624,2018-08-24 13:39:21,Prefeitura Municipal de Marilena,Marilena,pr,"O empreendimento referido se localiza no prolongamento da Rua Antônio Souza Serra, s/n, centro, cep: 87960-000, coordenadas: 22°43'56""S e 53°01'34""W. 
Onde o contrato vigente possui data de término datada de 20/12/2018. ",2018-08-27 11:38:28
11657,Inacabada,paralisada e j� devia ter sido entregue,611,2018-08-19 21:46:36,Prefeitura Municipal de Quatipuru,Quatipuru,pa,"Travessa São Pedro,S/N,Bairro da Pedreira,Município de Quatipuru, estado do Pará",2018-08-27 11:53:21
1006449,Obra Cancelada,obra cancelada,618,2018-08-22 12:59:21,Prefeitura Municipal de Capanema,Capanema,pa,"A obra está com atraso em função à falta de transição do Governo anterior, o que ocasionou em atraso na localização da documentação (PROCESSO).",2018-08-28 11:45:22
1006449,Obra Cancelada,obra cancelada,615,2018-08-22 11:36:28,Prefeitura Municipal de Capanema,Capanema,pa,Obra em plena execução!,2018-08-28 11:55:18
1009251,Obra Cancelada,obra cancelada,614,2018-08-21 22:05:39,Prefeitura Municipal de Capanema,Capanema,pa,Espaço recém reformado.,2018-08-28 11:56:37
